Date,NIFTY 50 Closing Price,NIFTY 50 Log Return,XAU/INR (Gold) Closing Price,XAU/INR (Gold) Log Return,USD/INR Closing Price,USD/INR Log Return,10-Year BOND YIELD Closing Price,10-Year BOND YIELD Log Return,INDIA VIX Closing Price
06/02/2017,"9,653.50",-0.002235,"83,798",0.00644,64.995,-0.000692121,6.648,-0.003,11.765
06/01/2017,"9,616.10",-0.0038818,"83,301",-0.00595,65.055,0.000922722,6.658,0.01,11.7875
05/31/2017,"9,621.25",0.0005354,"83,548",0.00296,65.03,-0.000384364,6.687,0.029,10.8625
05/30/2017,"9,624.55",0.0003429,"83,715",0.002,64.7,-0.0050875,6.749,0.062,10.4475
05/29/2017,"9,604.90",-0.0020437,"84,373",0.00783,64.7,0,6.708,-0.041,11.83
05/26/2017,"9,595.10",-0.0010208,"84,110",-0.00312,65.06,0.00554872,6.828,0.12,12.2025
05/25/2017,"9,509.75",-0.008935,"84,135",0.0003,65.16,0.001535863,6.83,0.002,11.2025
05/24/2017,"9,360.55",-0.0158135,"84,000",-0.00161,65.25,0.001380262,6.811,-0.019,11.3025
05/23/2017,"9,386.15",0.0027311,"83,890",-0.00131,65.355,0.001607902,6.886,0.075,11.785
05/22/2017,"9,438.25",0.0055354,"83,392",-0.00595,65.4,0.00068831,6.895,0.009,10.635
05/19/2017,"9,427.90",-0.0010972,"82,575",-0.00985,65.145,-0.003906704,6.859,-0.036,10.56
05/18/2017,"9,429.45",0.0001644,"82,862",0.00347,65.03,-0.001766853,6.86,0.001,10.675
05/17/2017,"9,525.75",0.0101609,"83,192",0.00397,65.485,0.006972407,6.842,-0.018,10.6275
05/16/2017,"9,512.25",-0.0014182,"82,984",-0.0025,65.31,-0.002675945,6.826,-0.016,10.8375
05/15/2017,"9,445.40",-0.0070526,"83,529",0.00655,65.31,0,6.9,0.074,10.9475
05/12/2017,"9,400.90",-0.0047224,"84,241",0.00849,65.47,0.002446859,6.904,0.004,11.1125
05/11/2017,"9,422.40",0.0022844,"84,156",-0.00101,65.715,0.003735187,6.854,-0.05,11.665
05/10/2017,"9,407.30",-0.0016038,"84,667",0.00605,65.46,-0.003887941,6.864,0.01,11.9875
05/09/2017,"9,316.85",-0.0096614,"85,320",0.00768,65.127,-0.005100059,6.832,-0.032,11.3325
05/08/2017,"9,314.05",-0.0003006,"84,031",-0.01522,64.795,-0.00511077,6.867,0.035,11.5275
05/05/2017,"9,285.30",-0.0030915,"83,657",-0.00446,64.81,0.000231473,6.771,-0.096,11.4475
05/04/2017,"9,359.90",0.0080021,"83,615",-0.0005,64.293,-0.008009152,6.831,0.06,10.86
05/03/2017,"9,311.95",-0.0051361,"84,302",0.00818,64.3,0.000108871,6.928,0.097,11.07
05/02/2017,"9,313.80",0.0001986,"83,824",-0.00569,64.158,-0.00221084,6.87,-0.058,11.74
04/28/2017,"9,304.05",-0.0010474,"84,569",0.00885,64.11,-0.000748433,6.88,0.01,11.155
04/27/2017,"9,342.15",0.0040866,"85,242",0.00793,64.123,0.000202756,6.915,0.035,11.625
04/26/2017,"9,351.85",0.0010378,"84,597",-0.0076,64.01,-0.001763793,6.935,0.02,11.4225
04/25/2017,"9,306.60",-0.0048504,"85,219",0.00733,64.031,0.00032802,6.901,-0.034,11.56
04/24/2017,"9,217.95",-0.0095712,"84,830",-0.00458,63.935,-0.001500399,6.849,-0.052,12.215
04/21/2017,"9,119.40",-0.0107487,"85,868",0.01216,63.785,-0.002348889,6.842,-0.007,12.375
04/20/2017,"9,136.40",0.0018624,"86,337",0.00545,64.015,0.003599378,6.862,0.02,11.8925
04/19/2017,"9,103.50",-0.0036075,"85,434",-0.01051,64.06,0.000702713,6.875,0.013,11.5775
04/18/2017,"9,105.15",0.0001812,"85,789",0.00415,64.105,0.00070222,6.828,-0.047,11.6275
04/17/2017,"9,139.30",0.0037436,"85,442",-0.00405,64.04,-0.001014476,6.805,-0.023,11.395
04/13/2017,"9,150.80",0.0012575,"84,799",-0.00755,64.025,-0.000234256,6.855,0.05,11.62
04/12/2017,"9,203.45",0.0057371,"84,490",-0.00365,63.935,-0.00140669,6.747,-0.108,11.6925
04/11/2017,"9,237.00",0.0036387,"83,715",-0.00922,63.99,0.000859879,6.431,-0.316,11.29
04/10/2017,"9,181.45",-0.006032,"83,808",0.00111,64.015,0.00039061,6.412,-0.019,11.55
04/07/2017,"9,198.30",0.0018335,"83,677",-0.00156,63.905,-0.001719825,6.408,-0.004,11.4925
04/06/2017,"9,261.95",0.0068959,"82,626",-0.01264,64.005,0.0015636,6.4,-0.008,12.42
04/05/2017,"9,265.15",0.0003454,"82,368",-0.00313,64.045,0.000624756,6.426,0.026,12.15
04/03/2017,"9,237.85",-0.0029509,"82,591",0.0027,64.045,0,6.407,-0.019,12.0875
03/31/2017,"9,173.75",-0.006963,"82,284",-0.00372,64.072,0.00042149,6.405,-0.002,12.1175
03/30/2017,"9,173.75",0,"82,772",0.00591,64.11,0.000592907,6.398,-0.007,12.435
03/29/2017,"9,143.80",-0.0032701,"82,298",-0.00574,64.095,-0.000234,6.423,0.025,11.9775
03/28/2017,"9,100.80",-0.0047137,"82,620",0.0039,64.17,0.001169454,6.437,0.014,11.835
03/27/2017,"9,045.20",-0.0061281,"82,305",-0.00382,64.17,0,6.451,0.014,12.27
03/24/2017,"9,108.00",0.0069189,"81,515",-0.00964,64.12,-0.000779484,6.462,0.011,11.9425
03/23/2017,"9,086.30",-0.0023854,"82,148",0.00774,64.09,-0.000467982,6.474,0.012,12.0175
03/22/2017,"9,030.45",-0.0061656,"82,658",0.00619,64.14,0.000779849,6.452,-0.022,11.8525
03/21/2017,"9,121.50",0.0100321,"82,442",-0.00262,64.095,-0.000701837,6.419,-0.033,11.91
03/20/2017,"9,126.85",0.0005864,"81,552",-0.01085,63.86,-0.00367317,6.44,0.021,12.4225
03/17/2017,"9,160.05",0.003631,"80,261",-0.01596,63.692,-0.002634221,6.417,-0.023,12.4
03/16/2017,"9,153.70",-0.0006935,"80,242",-0.00024,63.84,0.002320987,6.372,-0.045,13.9575
03/15/2017,"9,084.80",-0.0075555,"80,040",-0.00252,63.675,-0.002587932,6.391,0.019,14.39
03/14/2017,"9,087.00",0.0002421,"80,768",0.00905,63.705,0.000471032,6.398,0.007,14.075
03/10/2017,"8,934.55",-0.016919,"80,566",-0.0025,63.635,-0.001099419,6.394,-0.004,13.875
03/09/2017,"8,927.00",-0.0008454,"81,301",0.00908,64.095,0.007202724,6.385,-0.009,13.64
03/08/2017,"8,924.30",-0.0003025,"81,442",0.00173,64.2,0.001636853,6.385,0,13.3525
03/07/2017,"8,946.90",0.0025292,"81,347",-0.00117,64.115,-0.001324865,6.36,-0.025,13.3625
03/06/2017,"8,963.45",0.0018481,"80,686",-0.00816,64.125,0.000155958,6.44,0.08,13.575
03/03/2017,"8,897.55",-0.0073792,"81,080",0.00487,64.355,0.003580328,6.402,-0.038,13.7925
03/02/2017,"8,899.75",0.0002472,"80,382",-0.00865,64.385,0.000466056,6.512,0.11,13.675
03/01/2017,"8,945.80",0.005161,"80,800",0.00519,64.395,0.000155304,6.523,0.011,13.4
02/28/2017,"8,879.60",-0.0074276,"80,778",-0.00027,64.385,-0.000155304,6.581,0.058,13.7
02/27/2017,"8,896.70",0.0019239,"80,092",-0.00853,64.375,-0.000155328,6.587,0.006,13.525
02/23/2017,"8,939.50",0.0047992,"79,715",-0.00472,64.27,-0.0016324,6.57,-0.017,13.61
02/22/2017,"8,926.90",-0.0014105,"79,819",0.0013,64.316,0.000715474,6.544,-0.026,13.4325
02/21/2017,"8,907.85",-0.0021363,"79,376",-0.00557,64.345,0.000450797,6.518,-0.026,13.73
02/20/2017,"8,879.20",-0.0032214,"79,091",-0.0036,64.424,0.001227004,6.46,-0.058,14.2125
02/17/2017,"8,821.70",-0.0064969,"78,465",-0.00795,64.46,0.000558642,6.48,0.02,13.8025
02/16/2017,"8,778.00",-0.004966,"78,617",0.00194,64.475,0.000232675,6.51,0.03,13.6925
02/15/2017,"8,724.70",-0.0060905,"78,564",-0.00067,64.565,0.001394917,6.504,-0.006,13.1775
02/14/2017,"8,792.30",0.0077183,"78,238",-0.00416,64.475,-0.001394917,6.538,0.034,13.235
02/13/2017,"8,805.05",0.0014491,"78,347",0.00139,64.625,0.002323781,6.404,-0.134,13.35
02/10/2017,"8,793.55",-0.0013069,"79,266",0.01166,64.725,0.001546193,6.423,0.019,13.5075
02/09/2017,"8,778.40",-0.0017243,"79,475",0.00263,64.8,0.001158078,6.437,0.014,13.3975
02/08/2017,"8,769.05",-0.0010657,"79,259",-0.00272,64.79,-0.000154333,6.4,-0.037,13.1275
02/07/2017,"8,768.30",-0.0000855,"79,128",-0.00165,64.845,0.000848536,6.41,0.01,13.52
02/06/2017,"8,801.05",0.0037281,"80,200",0.01346,64.62,-0.003475846,6.201,-0.209,13.97
02/03/2017,"8,740.95",-0.0068522,"80,516",0.00393,64.66,0.000618812,6.216,0.015,16.825
02/02/2017,"8,734.25",-0.0007668,"80,542",0.00032,64.525,-0.002090027,6.241,0.025,16.67
02/01/2017,"8,716.40",-0.0020458,"80,392",-0.00186,64.475,-0.000775194,6.212,-0.029,16.005
01/31/2017,"8,561.30",-0.0179543,"80,155",-0.00295,64.435,-0.000620588,6.243,0.031,15.17
01/30/2017,"8,632.75",0.0083111,"81,020",0.01073,64.505,0.001085776,6.317,0.074,15.285
01/27/2017,"8,641.25",0.0009841,"80,748",-0.00336,64.605,0.001549067,6.323,0.006,15.905
01/25/2017,"8,602.75",-0.0044653,"80,408",-0.00422,64.53,-0.001161575,6.229,-0.094,15.79
01/24/2017,"8,475.80",-0.0148669,"80,205",-0.00253,64.54,0.000154955,6.183,-0.046,15.02
01/23/2017,"8,391.50",-0.0099958,"80,136",-0.00086,64.495,-0.000697485,6.278,0.095,15.1825
01/20/2017,"8,349.35",-0.0050356,"80,770",0.00788,64.465,-0.000465261,6.307,0.029,15.3925
01/19/2017,"8,435.10",0.0102179,"80,908",0.00171,64.565,0.001550027,6.304,-0.003,15.065
01/18/2017,"8,417.00",-0.0021481,"80,999",0.00112,64.235,-0.005124235,6.428,0.124,14.3825
01/17/2017,"8,398.00",-0.0022599,"81,426",0.00526,64.345,0.001710997,6.419,-0.009,14.6125
01/16/2017,"8,412.80",0.0017608,"81,556",0.0016,64.48,0.002095867,6.444,0.025,14.8075
01/13/2017,"8,400.35",-0.001481,"81,359",-0.00242,64.245,-0.003651198,6.53,0.086,15.195
01/12/2017,"8,407.20",0.0008151,"82,059",0.00857,64.25,7.78E-05,6.722,0.192,15.48
01/11/2017,"8,380.65",-0.003163,"82,880",0.00996,64.435,0.00287524,6.657,-0.065,14.9125
01/10/2017,"8,288.60",-0.0110444,"83,337",0.0055,64.43,-7.76E-05,6.666,0.009,15.05
01/09/2017,"8,236.05",-0.0063602,"82,323",-0.01224,64.35,-0.001242429,6.796,0.13,15.89
01/06/2017,"8,243.80",0.0009405,"82,405",0.001,64.415,0.001009591,6.834,0.038,15.9575
01/05/2017,"8,273.80",0.0036325,"81,528",-0.0107,64.478,0.000977555,6.838,0.004,15.83
01/04/2017,"8,190.50",-0.0101189,"81,798",0.00331,64.51,0.00049617,6.823,-0.015,15.465
01/03/2017,"8,192.25",0.0002136,"81,596",-0.00247,64.635,0.001935809,6.9,0.077,15.2825
01/02/2017,"8,179.50",-0.0015576,"81,740",0.00176,64.54,-0.001470873,6.908,0.008,15.5425
12/30/2016,"8,185.80",0.0007699,"81,712",-0.00034,64.51,-0.000464936,6.885,-0.023,15.0825
12/29/2016,"8,103.60",-0.0100925,"81,033",-0.00834,64.555,0.000697323,6.888,0.003,16.6025
12/28/2016,"8,034.85",-0.0085201,"81,459",0.00524,64.77,0.00332496,6.871,-0.017,15.1275
12/27/2016,"8,032.85",-0.0002489,"81,137",-0.00396,64.895,0.001928046,6.87,-0.001,15.5525
12/26/2016,"7,908.25",-0.0156329,"81,249",0.00138,64.51,-0.005950329,6.856,-0.014,14.705
12/23/2016,"7,985.75",0.0097522,"81,033",-0.00266,64.565,0.000852218,6.848,-0.008,14.5375
12/22/2016,"7,979.10",-0.0008331,"80,871",-0.002,64.88,0.004866942,6.847,-0.001,14.8375
12/21/2016,"8,061.30",0.0102492,"80,814",-0.00071,64.13,-0.011627137,6.819,-0.028,15.2525
12/20/2016,"8,082.40",0.002614,"79,167",-0.02059,64.045,-0.001326312,6.812,-0.007,15.655
12/19/2016,"8,104.35",0.0027121,"78,776",-0.00495,64.065,0.000312232,6.844,0.032,16.5925
12/16/2016,"8,139.45",0.0043217,"78,905",0.00164,64.243,0.002774575,6.854,0.01,15.9225
12/15/2016,"8,153.60",0.0017369,"78,842",-0.0008,64.405,0.002518501,6.852,-0.002,16.1925
12/14/2016,"8,182.45",0.0035321,"78,729",-0.00143,64.615,0.003255312,6.828,-0.024,15.0675
12/13/2016,"8,221.80",0.0047975,"78,956",0.00288,64.68,0.001005453,6.819,-0.009,15.525
12/12/2016,"8,170.80",-0.0062223,"78,868",-0.00112,64.36,-0.004959713,6.848,0.029,16.845
12/09/2016,"8,261.75",0.0110696,"78,934",0.00084,64.315,-0.000699437,6.82,-0.028,17.105
12/08/2016,"8,246.85",-0.0018051,"78,797",-0.00174,64.215,-0.001556057,6.797,-0.023,17.2875
12/07/2016,"8,102.05",-0.0177142,"79,406",0.0077,64.165,-0.000778938,6.837,0.04,17.9325
12/06/2016,"8,143.15",0.00506,"80,623",0.01521,64.165,0,6.899,0.062,16.6875
12/05/2016,"8,128.75",-0.0017699,"80,728",0.0013,64.255,0.001401651,6.958,0.059,16.85
12/02/2016,"8,086.80",-0.0051741,"81,472",0.00917,64.29,0.000544556,7.013,0.055,17.7075
12/01/2016,"8,192.90",0.0130348,"81,003",-0.00577,64.115,-0.002725752,6.921,-0.092,18.055
11/30/2016,"8,224.50",0.0038496,"81,333",0.00407,64.13,0.000233927,6.933,0.012,17.6125
11/29/2016,"8,142.15",-0.0100632,"81,266",-0.00082,64.33,0.003113812,6.934,0.001,17.16
11/28/2016,"8,126.90",-0.0018747,"82,230",0.01179,64.49,0.002484088,6.966,0.032,18.04
11/25/2016,"8,114.30",-0.0015516,"82,985",0.00914,64.65,0.002477932,6.966,0,18.465
11/24/2016,"7,965.50",-0.0185082,"82,794",-0.0023,64.62,-0.000464145,6.977,0.011,19.0975
11/23/2016,"8,033.30",0.0084757,"82,669",-0.00151,64.665,0.000696136,7.039,0.062,17.805
11/22/2016,"8,002.30",-0.0038664,"83,273",0.00728,64.605,-0.00092829,7.065,0.026,18.71
11/21/2016,"7,929.10",-0.0091895,"82,786",-0.00587,64.48,-0.001936709,7.052,-0.013,19.5025
11/18/2016,"8,074.10",0.0181219,"82,843",0.00069,64.48,0,7.052,0,20.145
11/17/2016,"8,079.95",0.0007243,"82,945",0.00123,64.445,-0.000542951,7.051,-0.001,17.365
11/16/2016,"8,111.60",0.0039095,"83,198",0.00305,64.69,0.003794483,7.067,0.016,15.4575
11/15/2016,"8,108.45",-0.0003884,"82,241",-0.01157,64.555,-0.002089056,7.08,0.013,16.62
11/11/2016,"8,296.30",0.0229029,"81,005",-0.01514,64.605,0.000774234,7.083,0.003,16.77
11/10/2016,"8,525.75",0.0272814,"80,599",-0.00502,64.27,-0.005198848,7.057,-0.026,16.5075
11/09/2016,"8,432.00",-0.011057,"80,836",0.00294,64.606,0.005214326,7.042,-0.015,16.8475
11/08/2016,"8,543.55",0.0131426,"81,425",0.00726,64.875,0.004155056,7.055,0.013,16.465
11/07/2016,"8,497.05",-0.0054576,"81,693",0.00329,65.08,0.003154941,7.097,0.042,16.7975
11/04/2016,"8,433.75",-0.0074775,"81,392",-0.00369,64.985,-0.001460808,7.119,0.022,15.735
11/03/2016,"8,484.95",0.0060525,"80,979",-0.00509,64.86,-0.001925373,7.118,-0.001,14.6525
11/02/2016,"8,514.00",0.0034179,"80,602",-0.00467,64.86,0,7.11,-0.008,14.085
11/01/2016,"8,626.25",0.013098,"81,189",0.00726,64.875,0.000231241,7.107,-0.003,14.4525
10/30/2016,"8,625.70",-0.0000638,"81,374",0.00228,65.045,0.002616997,7.121,0.014,14.4825
10/28/2016,"8,638.00",0.001425,"81,459",0.00104,64.995,-0.000768994,7.127,0.006,14.3325
10/27/2016,"8,615.25",-0.0026372,"81,345",-0.0014,65.425,0.006594105,7.122,-0.005,13.83
10/26/2016,"8,615.25",0,"81,447",0.00125,65.455,0.000458435,7.134,0.012,14.165
10/25/2016,"8,691.30",0.0087886,"81,702",0.00313,65.455,0,7.158,0.024,14.6125
10/24/2016,"8,708.95",0.0020287,"81,278",-0.0052,65.345,-0.001681958,7.156,-0.002,14.5375
10/21/2016,"8,693.05",-0.0018274,"80,549",-0.00901,65.345,0,7.099,-0.057,15.655
10/20/2016,"8,699.40",0.0007302,"80,422",-0.00158,65.475,0.001987464,7.14,0.041,14.8875
10/19/2016,"8,659.10",-0.0046433,"80,158",-0.00329,65.385,-0.001375516,7.104,-0.036,15.425
10/18/2016,"8,677.90",0.0021688,"79,999",-0.00199,65.63,0.003740034,7.103,-0.001,14.285
10/17/2016,"8,520.40",-0.0183163,"78,790",-0.01523,65.775,0.002206918,7.101,-0.002,14.485
10/14/2016,"8,583.40",0.0073668,"79,632",0.01063,66.18,0.006138476,7.083,-0.018,14.835
10/13/2016,"8,573.35",-0.0011716,"80,133",0.00627,66.555,0.005650371,7.101,0.018,14.925
10/10/2016,"8,708.80",0.0156755,"80,037",-0.0012,66.69,0.002026343,7.124,0.023,14.9925
10/07/2016,"8,697.60",-0.0012869,"80,621",0.00727,66.765,0.001123974,7.173,0.049,15.62
10/06/2016,"8,709.55",0.001373,"80,989",0.00455,66.625,-0.002099109,7.168,-0.005,17.18
10/05/2016,"8,743.95",0.0039419,"81,658",0.00823,66.675,0.000750188,7.166,-0.002,18.45
10/04/2016,"8,769.15",0.0028778,"82,384",0.00885,66.78,0.001573564,7.169,0.003,13.8475
10/03/2016,"8,738.10",-0.0035471,"82,389",0.00006,66.785,7.49E-05,7.194,0.025,14.25
09/30/2016,"8,611.15",-0.0146349,"83,490",0.01327,66.865,0.001197157,7.174,-0.02,14.565
09/29/2016,"8,591.25",-0.0023136,"83,240",-0.003,66.725,-0.002095966,7.139,-0.035,13.2475
09/28/2016,"8,745.15",0.017755,"83,545",0.00366,66.7,-0.000374742,7.163,0.024,13.34
09/27/2016,"8,706.40",-0.0044409,"83,712",0.002,66.645,-0.000824928,7.185,0.022,14.805
09/26/2016,"8,723.05",0.0019106,"83,283",-0.00514,66.69,0.000674992,7.25,0.065,14.78
09/23/2016,"8,831.55",0.0123616,"82,754",-0.00637,66.95,0.003891055,7.252,0.002,14.94
09/22/2016,"8,867.45",0.0040567,"82,722",-0.00039,66.985,0.000522642,7.248,-0.004,14.58
09/21/2016,"8,777.15",-0.0102355,"82,816",0.00114,66.905,-0.001195011,7.249,0.001,14.6775
09/20/2016,"8,775.90",-0.0001424,"82,834",0.00022,67.08,0.002612234,7.261,0.012,14.7625
09/19/2016,"8,808.40",0.0036965,"83,077",0.00293,67.08,0,7.27,0.009,15.24
09/16/2016,"8,779.85",-0.0032465,"82,393",-0.00827,66.875,-0.003060732,7.28,0.01,13.23
09/15/2016,"8,742.55",-0.0042574,"82,062",-0.00403,66.835,-0.00059831,7.294,0.014,13.115
09/14/2016,"8,726.60",-0.0018261,"81,995",-0.00082,66.975,0.00209252,7.272,-0.022,13.145
09/12/2016,"8,715.60",-0.0012613,"82,448",0.00551,66.854,-0.001808278,7.285,0.013,12.75
09/09/2016,"8,866.70",0.0171882,"82,021",-0.00519,66.765,-0.001332146,7.284,-0.001,12.94
09/08/2016,"8,952.50",0.0096301,"83,268",0.01509,67.05,0.004259619,7.337,0.053,13.34
09/07/2016,"8,917.95",-0.0038667,"82,983",-0.00343,67.35,0.004464293,7.384,0.047,13.2425
09/06/2016,"8,943.00",0.002805,"82,975",-0.0001,67.195,-0.002304063,7.384,0,13.02
09/02/2016,"8,809.65",-0.0150234,"81,940",-0.01255,67.184,-0.000163716,7.381,-0.003,13.165
09/01/2016,"8,774.65",-0.0039808,"81,684",-0.00313,67.21,0.000386922,7.394,0.013,13.57
08/31/2016,"8,786.20",0.0013154,"81,508",-0.00216,67.415,0.003045499,7.425,0.031,13.285
08/30/2016,"8,744.35",-0.0047745,"81,660",0.00186,67.515,0.00148225,7.419,-0.006,13.4875
08/29/2016,"8,607.45",-0.0157797,"81,045",-0.00756,67.829,0.004640037,7.448,0.029,13.8975
08/26/2016,"8,572.55",-0.0040629,"81,098",0.00065,68.105,0.0040608,7.444,-0.004,14.235
08/25/2016,"8,592.20",0.0022896,"80,989",-0.00134,68.176,0.001041965,7.453,0.009,14.5375
08/24/2016,"8,650.30",0.0067392,"81,563",0.00706,67.988,-0.002761378,7.459,0.006,14.55
08/23/2016,"8,632.60",-0.0020483,"82,350",0.0096,68.138,0.002203841,7.473,0.014,14.78
08/22/2016,"8,629.15",-0.0003997,"82,856",0.00613,68.051,-0.001277636,7.479,0.006,14.1825
08/19/2016,"8,666.90",0.0043652,"82,294",-0.00681,68.075,0.000352614,7.476,-0.003,13.77
08/18/2016,"8,673.25",0.0007324,"82,007",-0.00349,68.1,0.000367175,7.498,0.022,14.2125
08/17/2016,"8,624.05",-0.0056888,"82,094",0.00106,68.22,0.001760564,7.494,-0.004,14.9225
08/16/2016,"8,642.55",0.0021429,"82,538",0.00539,67.862,-0.005261546,7.501,0.007,14.5375
08/12/2016,"8,672.15",0.0034191,"81,902",-0.00774,68.103,0.003545034,7.504,0.003,14.5875
08/11/2016,"8,592.15",-0.0092677,"81,605",-0.00363,68.18,0.001130002,7.517,0.013,14.3525
08/10/2016,"8,575.30",-0.001963,"81,434",-0.0021,68.141,-0.000572179,7.517,0,15.14
08/09/2016,"8,678.25",0.0119339,"81,324",-0.00135,68.312,0.002506359,7.525,0.008,16.2375
08/08/2016,"8,711.35",0.0038069,"81,107",-0.00267,68.327,0.000219557,7.491,-0.034,15.6925
08/05/2016,"8,683.15",-0.0032424,"80,394",-0.00883,68.1,-0.00332779,7.486,-0.005,15.18
08/04/2016,"8,551.10",-0.0153244,"79,851",-0.00678,68.115,0.00022024,7.488,0.002,14.9175
08/03/2016,"8,544.85",-0.0007312,"79,890",0.00049,67.743,-0.00547632,7.482,-0.006,15.1475
08/02/2016,"8,622.90",0.0090927,"78,926",-0.01214,67.886,0.002108694,7.475,-0.007,15.4275
08/01/2016,"8,636.55",0.0015817,"79,075",0.00189,68.26,0.005494116,7.488,0.013,15.62
07/29/2016,"8,638.50",0.0002258,"78,472",-0.00765,68.145,-0.001686156,7.486,-0.002,15.7175
07/28/2016,"8,666.30",0.003213,"78,235",-0.00302,67.955,-0.002792066,7.486,0,15.4975
07/27/2016,"8,615.80",-0.0058442,"78,617",0.00487,67.935,-0.000294356,7.471,-0.015,15.7125
07/26/2016,"8,590.65",-0.0029233,"77,823",-0.01015,68.233,0.004376953,7.46,-0.011,15.99
07/25/2016,"8,635.65",0.0052246,"77,350",-0.0061,67.978,-0.003744195,7.471,0.011,15.795
07/22/2016,"8,541.20",-0.0109975,"76,799",-0.00715,67.76,-0.003212073,7.47,-0.001,15.9875
07/21/2016,"8,510.10",-0.0036478,"76,855",0.00073,67.837,0.001135718,7.469,-0.001,15.6375
07/20/2016,"8,565.85",0.0065297,"76,506",-0.00455,67.848,0.00016214,7.463,-0.006,15.61
07/19/2016,"8,528.55",-0.004364,"76,627",0.00158,67.837,-0.00016214,7.466,0.003,15.325
07/18/2016,"8,508.70",-0.0023302,"76,840",0.00278,67.917,0.001178603,7.464,-0.002,14.7825
07/15/2016,"8,541.40",0.0038358,"77,234",0.00511,67.844,-0.001075419,7.476,0.012,14.8475
07/14/2016,"8,565.00",0.0027592,"76,932",-0.00392,67.855,0.000162124,7.47,-0.006,15.0825
07/13/2016,"8,519.50",-0.0053265,"76,560",-0.00485,67.857,2.95E-05,7.474,0.004,15.3075
07/12/2016,"8,521.05",0.0001819,"77,079",0.00676,67.475,-0.005645391,7.452,-0.022,15.3625
07/11/2016,"8,467.90",-0.006257,"78,050",0.01252,67.411,-0.00094895,7.452,0,15.5775
07/08/2016,"8,323.20",-0.0172357,"78,339",0.0037,67.431,0.000296643,7.448,-0.004,15.7375
07/07/2016,"8,337.90",0.0017646,"78,101",-0.00304,67.47,0.000578202,7.422,-0.026,16.29
07/05/2016,"8,335.95",-0.0002339,"79,033",0.01186,67.546,0.001125793,7.428,0.006,16.155
07/04/2016,"8,370.70",0.00416,"79,123",0.00114,67.438,-0.00160019,7.428,0,17.725
07/01/2016,"8,328.35",-0.0050722,"79,221",0.00124,67.742,0.004497714,7.425,-0.003,18.53
06/30/2016,"8,287.75",-0.0048868,"79,600",0.00477,68.025,0.004168913,7.435,0.01,18.6275
06/29/2016,"8,204.00",-0.0101567,"80,059",0.00575,68.031,8.82E-05,7.435,0,18.02
06/28/2016,"8,127.85",-0.0093254,"79,930",-0.00161,68.236,0.003008801,7.432,-0.003,18.185
06/27/2016,"8,094.70",-0.0040869,"80,464",0.00666,68.598,0.005291095,7.442,0.01,17.26
06/24/2016,"8,088.60",-0.0007539,"81,493",0.01271,68.615,0.00024779,7.439,-0.003,17.5175
06/23/2016,"8,270.45",0.0222333,"81,757",0.00323,68.579,-0.000524804,7.435,-0.004,17.35
06/22/2016,"8,203.70",-0.0081036,"81,037",-0.00885,68.519,-0.000875286,7.443,0.008,17.6975
06/21/2016,"8,219.90",0.0019728,"81,346",0.00381,68.761,0.003525645,7.46,0.017,17.055
06/20/2016,"8,238.50",0.0022602,"81,653",0.00377,68.784,0.000334436,7.469,0.009,17.19
06/17/2016,"8,170.20",-0.0083249,"82,876",0.01487,68.396,-0.005656816,7.47,0.001,16.5825
06/16/2016,"8,140.75",-0.0036111,"82,781",-0.00115,68.228,-0.002459306,7.456,-0.014,15.97
06/15/2016,"8,206.60",0.0080564,"82,404",-0.00456,68.191,-0.000542446,7.473,0.017,15.6725
06/14/2016,"8,108.85",-0.0119827,"82,707",0.00367,68.023,-0.002466708,7.437,-0.036,15.1425
06/13/2016,"8,110.60",0.0002158,"83,201",0.00596,67.999,-0.000352884,7.417,-0.02,14.87
06/10/2016,"8,170.05",0.0073032,"83,246",0.00054,67.786,-0.003137315,7.435,0.018,15.355
06/09/2016,"8,203.60",0.0040981,"82,740",-0.0061,67.785,-1.48E-05,7.417,-0.018,14.995
06/08/2016,"8,273.05",0.0084302,"82,773",0.0004,67.565,-0.003250834,7.415,-0.002,15.0875
06/07/2016,"8,266.45",-0.0007981,"84,168",0.01671,66.865,-0.010414436,7.447,0.032,15.835
06/06/2016,"8,201.05",-0.007943,"84,961",0.00938,66.515,-0.005248175,7.46,0.013,16.045
06/03/2016,"8,220.80",0.0024053,"84,464",-0.00587,66.246,-0.0040524,7.462,0.002,15.975
06/02/2016,"8,218.95",-0.0002251,"85,494",0.01212,66.745,0.007504302,7.408,-0.054,15.26
06/01/2016,"8,179.95",-0.0047564,"87,068",0.01824,66.796,0.00076381,7.459,0.051,15.325
05/31/2016,"8,160.10",-0.0024296,"86,803",-0.00305,66.668,-0.001918121,7.496,0.037,15.52
05/30/2016,"8,178.50",0.0022523,"86,534",-0.0031,66.762,0.001408979,7.514,0.018,16.22
05/27/2016,"8,156.65",-0.0026752,"85,882",-0.00756,66.696,-0.000989075,7.498,-0.016,16.16
05/26/2016,"8,069.65",-0.0107234,"85,163",-0.00841,66.686,-0.000149945,7.507,0.009,16.425
05/25/2016,"7,934.90",-0.0168394,"85,194",0.00036,66.778,0.001378649,7.504,-0.003,17.0625
05/24/2016,"7,748.85",-0.0237263,"84,799",-0.00465,66.881,0.001541236,7.504,0,16.455
